path,top_level,kind,lifecycle,workflow,proposed_action,risk,confidence,duplicate_group,rationale,human_decision,human_notes
issues/issue423/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue423/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue423/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue423/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue423/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue423/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue423/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue424/bur_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-011,issue-specific historical workspace,archive-no-refactor,
issues/issue424/bur_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue424/bur_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue424/bur_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue424/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-010,issue-specific historical workspace; duplicate Python file in dup-010; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue424/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue424/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue424/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue424/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue424/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue424/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue424/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue424/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue425/cae_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-011,issue-specific historical workspace,archive-no-refactor,
issues/issue425/cae_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue425/cae_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue425/cae_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue425/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-017,issue-specific historical workspace; duplicate Python file in dup-017; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue425/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue425/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue425/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue425/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue425/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue425/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue425/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue425/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/change_lrv_5.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-018,issue-specific historical workspace,archive-no-refactor,
issues/issue426/check_k1_k2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/check_k1_k2.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-012,issue-specific historical workspace; duplicate Python file in dup-012; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/hwextra_adj.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-013,issue-specific historical workspace; duplicate Python file in dup-013; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue426/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue426/k1k2_change.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-014,issue-specific historical workspace; duplicate Python file in dup-014; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/k2_paren.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-007,issue-specific historical workspace; duplicate Python file in dup-007; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/lrv_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-011,issue-specific historical workspace,archive-no-refactor,
issues/issue426/lrv_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue426/lrv_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/lrv_hwextra_adj.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/lrv_hwextra_adj_method.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/lrv_hwextra_edit.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/lrv_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue426/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue426/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue426/updateByLine.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-009,issue-specific historical workspace; duplicate Python file in dup-009; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/change_lrv_5.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-018,issue-specific historical workspace,archive-no-refactor,
issues/issue427/check_k1_k2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-008,issue-specific historical workspace; duplicate Python file in dup-008; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/check_k1_k2.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue427/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-012,issue-specific historical workspace; duplicate Python file in dup-012; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/convert_metaline_pw.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-019,issue-specific historical workspace; duplicate Python file in dup-019; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/hwextra_adj.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-013,issue-specific historical workspace; duplicate Python file in dup-013; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue427/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue427/k1k2_change.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-014,issue-specific historical workspace; duplicate Python file in dup-014; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/k2_paren.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-007,issue-specific historical workspace; duplicate Python file in dup-007; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue427/pw_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue427/pw_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue427/pw_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue427/pw_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue427/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue427/updateByLine.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-009,issue-specific historical workspace; duplicate Python file in dup-009; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/check_k1_k2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-008,issue-specific historical workspace; duplicate Python file in dup-008; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/check_k1_k2.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue428/check_k1_k2_5.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue428/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-012,issue-specific historical workspace; duplicate Python file in dup-012; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/convert_metaline_pw.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-019,issue-specific historical workspace; duplicate Python file in dup-019; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/hwextra_adj.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-013,issue-specific historical workspace; duplicate Python file in dup-013; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue428/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue428/k1k2_change.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-014,issue-specific historical workspace; duplicate Python file in dup-014; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/k2_paren.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-007,issue-specific historical workspace; duplicate Python file in dup-007; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue428/pwkvn_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue428/pwkvn_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue428/pwkvn_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue428/pwkvn_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue428/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue428/updateByLine.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-009,issue-specific historical workspace; duplicate Python file in dup-009; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/check_k1_k2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-008,issue-specific historical workspace; duplicate Python file in dup-008; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/check_k1_k2.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue429/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-010,issue-specific historical workspace; duplicate Python file in dup-010; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue429/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue429/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue429/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue429/shs_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue429/shs_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue429/shs_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue429/shs_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue431/check_k1_k2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-008,issue-specific historical workspace; duplicate Python file in dup-008; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/check_k1_k2.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue431/check_k1_k2_4.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue431/check_k1_k2_5.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue431/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-010,issue-specific historical workspace; duplicate Python file in dup-010; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue431/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue431/k2_paren.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-007,issue-specific historical workspace; duplicate Python file in dup-007; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue431/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue431/skd_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue431/skd_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue431/skd_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue431/skd_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue432/check_k1_k2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-008,issue-specific historical workspace; duplicate Python file in dup-008; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/check_k1_k2.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue432/check_k1_k2_4.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue432/check_k1_k2_5.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue432/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-010,issue-specific historical workspace; duplicate Python file in dup-010; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue432/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue432/k2_paren.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-007,issue-specific historical workspace; duplicate Python file in dup-007; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue432/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue432/vcp_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue432/vcp_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue432/vcp_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue432/vcp_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names1.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names3.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names4.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names5.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names6.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/book_names7.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/check_id.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/expand_ls1.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/expand_ls10.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue438/expand_ls2.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
